,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.3619999885559082,1.727481484413147,0.25066667795181274,1.6793854236602783,0.0010000000474974513
1,0.41428571939468384,1.501013994216919,0.41333332657814026,1.3686671257019043,0.0010000000474974513
2,0.46314287185668945,1.3861253261566162,0.3880000114440918,1.412995457649231,0.0010000000474974513
3,0.4837142825126648,1.3128491640090942,0.5026666522026062,1.25890052318573,0.0010000000474974513
4,0.5037142634391785,1.26253342628479,0.5333333611488342,1.2818355560302734,0.0010000000474974513
5,0.5005714297294617,1.257824182510376,0.46133333444595337,1.495906949043274,0.0010000000474974513
6,0.5299999713897705,1.2183796167373657,0.4426666796207428,1.5491595268249512,0.0010000000474974513
7,0.5440000295639038,1.1738135814666748,0.4866666793823242,1.2173048257827759,0.0010000000474974513
8,0.5631428360939026,1.1259287595748901,0.5786666870117188,1.0392158031463623,0.0010000000474974513
9,0.5794285535812378,1.0841835737228394,0.581333339214325,1.0588574409484863,0.0010000000474974513
10,0.5757142901420593,1.0924971103668213,0.5680000185966492,1.0798933506011963,0.0010000000474974513
11,0.5751428604125977,1.0731427669525146,0.47333332896232605,1.4286320209503174,0.0010000000474974513
12,0.597428560256958,1.0322129726409912,0.48133334517478943,1.8133463859558105,0.0010000000474974513
13,0.5899999737739563,1.0464266538619995,0.4399999976158142,1.435482144355774,0.0010000000474974513
14,0.6145714521408081,0.9928732514381409,0.48533332347869873,1.651440143585205,0.0005000000237487257
15,0.6308571696281433,0.9559016227722168,0.6173333525657654,0.9952812790870667,0.0005000000237487257
16,0.631428599357605,0.9539697170257568,0.6173333525657654,1.0124032497406006,0.0005000000237487257
17,0.6328571438789368,0.9518193602561951,0.5640000104904175,1.1975557804107666,0.0005000000237487257
18,0.6394285559654236,0.9194603562355042,0.590666651725769,1.0951025485992432,0.0005000000237487257
19,0.6431428790092468,0.9039991497993469,0.6399999856948853,0.8751716017723083,0.0005000000237487257
20,0.6465714573860168,0.8939061760902405,0.6813333630561829,0.8318541646003723,0.0005000000237487257
21,0.6582857370376587,0.8892038464546204,0.6506666541099548,0.9191555380821228,0.0005000000237487257
22,0.6688571572303772,0.8870984315872192,0.3840000033378601,2.362431526184082,0.0005000000237487257
23,0.6617143154144287,0.8960725665092468,0.5400000214576721,1.4598735570907593,0.0005000000237487257
24,0.6625714302062988,0.8827134370803833,0.42533332109451294,2.314816951751709,0.0005000000237487257
25,0.6731428503990173,0.8571116328239441,0.6520000100135803,0.9263642430305481,0.0005000000237487257
26,0.6834285855293274,0.8292935490608215,0.6546666622161865,0.8966103792190552,0.0002500000118743628
27,0.694857120513916,0.8075199723243713,0.6293333172798157,1.0250743627548218,0.0002500000118743628
28,0.6951428651809692,0.8152012228965759,0.5320000052452087,1.5424596071243286,0.0002500000118743628
29,0.7008571624755859,0.8025556206703186,0.6679999828338623,0.9190049767494202,0.0002500000118743628
30,0.7077142596244812,0.7722721099853516,0.6106666922569275,1.1240832805633545,0.0002500000118743628
31,0.7134285569190979,0.7521877884864807,0.7413333058357239,0.6762392520904541,0.0001250000059371814
32,0.7208571434020996,0.7327083349227905,0.7400000095367432,0.6908791661262512,0.0001250000059371814
33,0.728857159614563,0.734902560710907,0.7480000257492065,0.6795135140419006,0.0001250000059371814
34,0.7168571352958679,0.7393503785133362,0.7480000257492065,0.6992666721343994,0.0001250000059371814
35,0.7351428866386414,0.7302523851394653,0.7360000014305115,0.7187426686286926,0.0001250000059371814
36,0.7231428623199463,0.7179389595985413,0.6800000071525574,0.8824647665023804,0.0001250000059371814
37,0.744857132434845,0.6870843172073364,0.7559999823570251,0.67472243309021,6.25000029685907e-05
38,0.74657142162323,0.6920850276947021,0.7120000123977661,0.811042308807373,6.25000029685907e-05
39,0.7571428418159485,0.6773852109909058,0.7666666507720947,0.6475881934165955,6.25000029685907e-05
40,0.7397142648696899,0.7009227275848389,0.7680000066757202,0.6611251831054688,6.25000029685907e-05
41,0.7454285621643066,0.689793586730957,0.7506666779518127,0.7052447199821472,6.25000029685907e-05
42,0.744857132434845,0.6908378005027771,0.7506666779518127,0.6718878149986267,6.25000029685907e-05
43,0.7437142729759216,0.6790755391120911,0.7666666507720947,0.6368472576141357,6.25000029685907e-05
44,0.7542856931686401,0.6624842882156372,0.7746666669845581,0.6543840169906616,6.25000029685907e-05
45,0.7488571405410767,0.6850841641426086,0.7773333191871643,0.6305926442146301,6.25000029685907e-05
46,0.7511428594589233,0.6790416240692139,0.7773333191871643,0.6376657485961914,6.25000029685907e-05
47,0.75,0.6691956520080566,0.7786666750907898,0.625451922416687,6.25000029685907e-05
48,0.7491428852081299,0.6748273372650146,0.6666666865348816,1.1500428915023804,6.25000029685907e-05
49,0.7642857432365417,0.6487974524497986,0.7760000228881836,0.6361806988716125,6.25000029685907e-05
50,0.7602857351303101,0.6640437245368958,0.7613333463668823,0.6919136643409729,6.25000029685907e-05
51,0.7528571486473083,0.657548189163208,0.7746666669845581,0.6441818475723267,6.25000029685907e-05
52,0.7602857351303101,0.658643364906311,0.7853333353996277,0.6006279587745667,6.25000029685907e-05
53,0.7554285526275635,0.6559718251228333,0.7893333435058594,0.5847882628440857,6.25000029685907e-05
54,0.7754285931587219,0.6167787909507751,0.7613333463668823,0.6632379293441772,6.25000029685907e-05
55,0.7620000243186951,0.6376007199287415,0.7720000147819519,0.6230664253234863,6.25000029685907e-05
56,0.7671428322792053,0.6451990604400635,0.7906666398048401,0.5988514423370361,6.25000029685907e-05
57,0.7637143135070801,0.6440707445144653,0.7879999876022339,0.6155493855476379,6.25000029685907e-05
58,0.7754285931587219,0.6328341364860535,0.7213333249092102,0.7477644681930542,6.25000029685907e-05
59,0.7680000066757202,0.6088052988052368,0.7760000228881836,0.6561859846115112,3.125000148429535e-05
60,0.7765714526176453,0.6059209108352661,0.7919999957084656,0.5865573883056641,3.125000148429535e-05
61,0.7628571391105652,0.6270216107368469,0.7960000038146973,0.5913437008857727,3.125000148429535e-05
62,0.774571418762207,0.6229826807975769,0.7826666831970215,0.6007756590843201,3.125000148429535e-05
63,0.7651428580284119,0.6264312863349915,0.800000011920929,0.571017324924469,3.125000148429535e-05
64,0.7754285931587219,0.6073672771453857,0.7853333353996277,0.6096612215042114,3.125000148429535e-05
65,0.7754285931587219,0.6045717000961304,0.8066666722297668,0.5839632153511047,3.125000148429535e-05
66,0.769428551197052,0.6195347905158997,0.7986666560173035,0.5914530754089355,3.125000148429535e-05
67,0.771142840385437,0.6108307242393494,0.7919999957084656,0.5810133218765259,3.125000148429535e-05
68,0.7757142782211304,0.6068743467330933,0.781333327293396,0.6143636703491211,3.125000148429535e-05
